matiere;classe/grpe;moy_eleve;devoir1___note;devoir2___note;devoir3___note;devoir4___note;devoir5___note;devoir6___note;devoir7___note;devoir8___note;devoir9___note;devoir10___note;devoir11___note;devoir12___note;devoir13___note;devoir14___note;devoir15___note;devoir16___note;devoir17___note;devoir18___note;devoir19___note;devoir20___note;devoir21___note;devoir22___note;devoir23___note;devoir24___note;devoir1___coeff;devoir2___coeff;devoir3___coeff;devoir4___coeff;devoir5___coeff;devoir6___coeff;devoir7___coeff;devoir8___coeff;devoir9___coeff;devoir10___coeff;devoir11___coeff;devoir12___coeff;devoir13___coeff;devoir14___coeff;devoir15___coeff;devoir16___coeff;devoir17___coeff;devoir18___coeff;devoir19___coeff;devoir20___coeff;devoir21___coeff;devoir22___coeff;devoir23___coeff;devoir24___coeff;devoir1___date;devoir2___date;devoir3___date;devoir4___date;devoir5___date;devoir6___date;devoir7___date;devoir8___date;devoir9___date;devoir10___date;devoir11___date;devoir12___date;devoir13___date;devoir14___date;devoir15___date;devoir16___date;devoir17___date;devoir18___date;devoir19___date;devoir20___date;devoir21___date;devoir22___date;devoir23___date;devoir24___date;devoir1___periode_notation;devoir2___periode_notation;devoir3___periode_notation;devoir4___periode_notation;devoir5___periode_notation;devoir6___periode_notation;devoir7___periode_notation;devoir8___periode_notation;devoir9___periode_notation;devoir10___periode_notation;devoir11___periode_notation;devoir12___periode_notation;devoir13___periode_notation;devoir14___periode_notation;devoir15___periode_notation;devoir16___periode_notation;devoir17___periode_notation;devoir18___periode_notation;devoir19___periode_notation;devoir20___periode_notation;devoir21___periode_notation;devoir22___periode_notation;devoir23___periode_notation;devoir24___periode_notation;eleve_id;prof_id
ANGLAIS LVB;1B/C > 1ANGLAIGR.6;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;07/11/2023;23/11/2023;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1,MI TRIMESTRE 1;Trimestre 1,MI TRIMESTRE 1;;;;;;;;;;;;;;;;;;;;;;;kQVzmIHaf9fDXWA5-PbHytpoapRKuM6UOzdXNsgZfSo;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0
ANGLAIS LVB;1B/C > 1ANGLAIGR.6;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;07/11/2023;23/11/2023;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1,MI TRIMESTRE 1;Trimestre 1,MI TRIMESTRE 1;;;;;;;;;;;;;;;;;;;;;;;QMSXYlPZubea3EiBa86bwVxIX9kQj0zX1XSATau4jiM;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0
ANGLAIS LVB;1B/C > 1ANGLAIGR.6;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;07/11/2023;23/11/2023;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1,MI TRIMESTRE 1;Trimestre 1,MI TRIMESTRE 1;;;;;;;;;;;;;;;;;;;;;;;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0
ANGLAIS LVB;1B/C > 1ANGLAIGR.6;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;07/11/2023;23/11/2023;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1,MI TRIMESTRE 1;Trimestre 1,MI TRIMESTRE 1;;;;;;;;;;;;;;;;;;;;;;;taNEk7CDt32WpfZuusIPgAO04GXEJ8IznYh28B8mAVY;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0
ANGLAIS LVB;1B/C > 1ANGLAIGR.6;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;07/11/2023;23/11/2023;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1,MI TRIMESTRE 1;Trimestre 1,MI TRIMESTRE 1;;;;;;;;;;;;;;;;;;;;;;;lvjAc8p_kBO189kNhSnH48OdXyXI7nmGYIJ745uhRyU;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0
ANGLAIS LVB;1B/C > 1ANGLAIGR.6;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;07/11/2023;23/11/2023;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1,MI TRIMESTRE 1;Trimestre 1,MI TRIMESTRE 1;;;;;;;;;;;;;;;;;;;;;;;VIWlqyKKg-Kt6Li3O1OOBi4VIr0hKvZSFYJs9dZfXXM;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;9,33;;8,00;10,00;10,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;14,00;;13,00;14,00;15,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;lNEJ5a05KaUVUoLSYuMlQPkOfjII_JkqOjvBm4EPRr8;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;13,33;;14,00;14,00;12,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;bAlHwRB6EDjZiRPueOs17faIQojKM6p58P343Kb-ev0;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;17,33;;14,00;18,00;20,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;BsF57gSEcGBn6ZJO_JgaqlhoipWo41hjAZcc1VpllVQ;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;13,67;;12,00;13,00;16,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;Wy68zbgrqn7Tz90feRhX8Y42q4brC7WK7KkyD0P6AH8;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;8,33;;6,00;9,00;10,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;M6LucN9TRo6gtjkbeFD4CEYMQr0B0ibJ6IYf5EcMqpM;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;14,00;;14,00;18,00;10,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;10,67;;6,00;13,00;13,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;13,00;;13,00;13,00;13,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;BFb2WBb9rtnKRgR3C9B7fX5qZp2Mc5IW8EJle_6rifo;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;14,00;;13,00;14,00;15,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;QoqOnH3bGj7OPAwYwhOqmLJBWiJTMLC7nPrui-Xry7U;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;13,67;;13,00;12,00;16,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;OTbXvDcCLfSODcPT79cWA1KgEu3RaLxeDMGjlOfONb4;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;6,67;;5,00;7,00;8,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;_o19fHK4I8PyGnVPnXJm6Y_BopXSx7tUqwoY04cn55Y;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;17,00;;18,00;17,00;16,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;11,33;;14,00;12,00;8,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;isDwkg3qpzKsYY2tNCnBVk3eqC5huMqRulGsxLeWlEs;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;14,33;;16,00;17,00;10,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;-NQ-j5jGc8q7NqwTdoI9rWLETxUtt0QrM4OMvL0yWFg;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;11,33;;9,00;12,00;13,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;JIAmBZroUsqO1xtvbfUDEHoDVM1OsR2DtaVoppOilFs;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;16,33;;17,00;16,00;16,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;k7YIyKQiNuebA2Z4rkycbgqF7izika9asmP5xMBMfbU;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;qytKdqpM1m1lc1PzdbT3tGMwwDtu8mlxoC0vm0HcsTk;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;18,00;;16,00;18,00;20,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;DYpGbjjVjx79At3flFAq4r54Tk2i4vSsQH5_N0kb1Rw;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;5,33;;8,00;4,00;4,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;xkfZC8M7V2xck6tJFMrDiyp_87Mm80smQwhClbFJdsQ;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
ANGLAIS LVB;1B/C > 1ANGLAIGR.7;11,67;;9,00;13,00;13,00;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;26/11/2023;26/11/2023;26/11/2023;26/11/2023;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 1;;;;;;;;;;;;;;;;;;;;;VIWlqyKKg-Kt6Li3O1OOBi4VIr0hKvZSFYJs9dZfXXM;fOibUX-7LfFX_ZjIxwZHwyR4GZll-V3jPEE2rAxoC-8
EMC;1B/C > 1ANGLAIGR.7;10,00;7,50;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;16,67;12,50;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;lNEJ5a05KaUVUoLSYuMlQPkOfjII_JkqOjvBm4EPRr8;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;16,00;12,00;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;bAlHwRB6EDjZiRPueOs17faIQojKM6p58P343Kb-ev0;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;18,00;13,50;9,00;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;BsF57gSEcGBn6ZJO_JgaqlhoipWo41hjAZcc1VpllVQ;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;17,33;13,00;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;Wy68zbgrqn7Tz90feRhX8Y42q4brC7WK7KkyD0P6AH8;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;15,33;11,50;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;M6LucN9TRo6gtjkbeFD4CEYMQr0B0ibJ6IYf5EcMqpM;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;17,60;14,50;7,50;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;18,00;13,50;9,00;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;wLuBjVsgMFml6JCB3RBapewh-v_MlHGnq3PPG2DylRo;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;16,67;12,50;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;BFb2WBb9rtnKRgR3C9B7fX5qZp2Mc5IW8EJle_6rifo;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;15,60;10,50;9,00;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;QoqOnH3bGj7OPAwYwhOqmLJBWiJTMLC7nPrui-Xry7U;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;19,33;14,50;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;OTbXvDcCLfSODcPT79cWA1KgEu3RaLxeDMGjlOfONb4;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;15,33;11,50;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;_o19fHK4I8PyGnVPnXJm6Y_BopXSx7tUqwoY04cn55Y;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;13,60;9,00;8,00;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;12,67;9,50;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;isDwkg3qpzKsYY2tNCnBVk3eqC5huMqRulGsxLeWlEs;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;14,67;11,00;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;-NQ-j5jGc8q7NqwTdoI9rWLETxUtt0QrM4OMvL0yWFg;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
EMC;1B/C > 1ANGLAIGR.7;14,67;11,00;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;;01/12/2023;12/04/2024;;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;;JIAmBZroUsqO1xtvbfUDEHoDVM1OsR2DtaVoppOilFs;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
