eleve_id;matiere;prof_id;note;coef;date;trimestre
Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc;FRANÇAIS;goq6BMHnLHalpspUZrn1janZNooMpkq4ZNWhQHw7_z8;12,00;0,50;2023-11-21;Trimestre 1
u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg;FRANÇAIS;goq6BMHnLHalpspUZrn1janZNooMpkq4ZNWhQHw7_z8;8,50;0,50;2023-11-21;Trimestre 1
x-RhaHXRY6LN0RDu09Zumac75P85fYGy7jMF9s4UwoA;FRANÇAIS;goq6BMHnLHalpspUZrn1janZNooMpkq4ZNWhQHw7_z8;13,00;0,50;2023-11-21;Trimestre 1
TUUcSkuuTGxNEi80ls8WXMH_DJCBsnXvjSvTQle4Yb4;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;15,00;1,00;2023-10-17;Trimestre 1
DBfFcnxeAIGO6dvZxYyGsnZkC4qKkVNaaOkHgowGfSk;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;13,50;1,00;2023-10-17;Trimestre 1
vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;14,50;1,00;2023-10-17;Trimestre 1
QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;13,50;1,00;2023-10-17;Trimestre 1
CXfor_oxj-6dL0rWhRaQMZjxi-NUALh6Xce9WNuh9Ug;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;4,00;1,00;2023-10-17;Trimestre 1
yMQxub6_8rBd1cYXnIrCwNUkEF6ZLbeNR9Hnvs3RSbo;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;4,50;1,00;2023-10-17;Trimestre 1
7AmfDkOHx7u1cJb9SxsZESG6d_qjo-qs3AU22FKvbwg;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;17,00;1,00;2023-10-17;Trimestre 1
GIaxaSjKu9-uWQuTI2v_Fe9Dc9doXNhX145iWgJ3j4w;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;16,00;1,00;2023-10-17;Trimestre 1
LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;8,50;1,00;2023-10-17;Trimestre 1
d5NYXP7DPsjaza1elpPu3p5aJy9XjDDybBSsh3Q9USY;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;7,00;1,00;2023-10-17;Trimestre 1
GbMxrMfnvKDq4zzplkWr-OG1XMzA4tUUjCJOD0TE9C4;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;11,00;1,00;2023-10-17;Trimestre 1
nF4qEfwF-PWG9OlXXAFf1BCJJJE4CZt58o1qBd0KV-I;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;3,00;1,00;2023-10-17;Trimestre 1
1ZCM-2DJ6rXJtJRgjT_ynhtCd230_rbyTx5PitDasxM;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;17,50;1,00;2023-10-17;Trimestre 1
sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;11,50;1,00;2023-10-17;Trimestre 1
o9Tzaq3RlBnBkJXiUM401IuTCcYwuODaqTOFUSPRFc8;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;13,50;1,00;2023-10-17;Trimestre 1
9pa5ociDDdUYsMsglyUcV44tA-P4h_DX_eAYWk59zNY;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;17,00;1,00;2023-10-17;Trimestre 1
zfNU0dkyiDnPz_lAFT9sy03U1vM81d8M-lUjQZs7gig;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;19,50;1,00;2023-10-17;Trimestre 1
D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;11,00;1,00;2023-10-17;Trimestre 1
oVv_H6G_7TCbyJ6daDasunBLLWIvI5JFfHdbK5MuNSU;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;17,00;1,00;2023-10-17;Trimestre 1
Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;0,00;1,00;2023-10-17;Trimestre 1
u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;16,50;1,00;2023-10-17;Trimestre 1
x-RhaHXRY6LN0RDu09Zumac75P85fYGy7jMF9s4UwoA;SES;h9TBuMdPs82YwWigXSwir30nkmktZt7bfCvTtCxtKpo;16,50;1,00;2023-10-17;Trimestre 1
TUUcSkuuTGxNEi80ls8WXMH_DJCBsnXvjSvTQle4Yb4;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;15,00;1,00;2023-11-22;Trimestre 1
DBfFcnxeAIGO6dvZxYyGsnZkC4qKkVNaaOkHgowGfSk;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;17,00;1,00;2023-11-22;Trimestre 1
vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;16,00;1,00;2023-11-22;Trimestre 1
QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;14,00;1,00;2023-11-22;Trimestre 1
CXfor_oxj-6dL0rWhRaQMZjxi-NUALh6Xce9WNuh9Ug;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;12,00;1,00;2023-11-22;Trimestre 1
yMQxub6_8rBd1cYXnIrCwNUkEF6ZLbeNR9Hnvs3RSbo;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;11,00;1,00;2023-11-22;Trimestre 1
7AmfDkOHx7u1cJb9SxsZESG6d_qjo-qs3AU22FKvbwg;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;13,00;1,00;2023-11-22;Trimestre 1
GIaxaSjKu9-uWQuTI2v_Fe9Dc9doXNhX145iWgJ3j4w;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;15,00;1,00;2023-11-22;Trimestre 1
LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;12,00;1,00;2023-11-22;Trimestre 1
d5NYXP7DPsjaza1elpPu3p5aJy9XjDDybBSsh3Q9USY;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;13,00;1,00;2023-11-22;Trimestre 1
GbMxrMfnvKDq4zzplkWr-OG1XMzA4tUUjCJOD0TE9C4;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;15,00;1,00;2023-11-22;Trimestre 1
nF4qEfwF-PWG9OlXXAFf1BCJJJE4CZt58o1qBd0KV-I;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;11,00;1,00;2023-11-22;Trimestre 1
1ZCM-2DJ6rXJtJRgjT_ynhtCd230_rbyTx5PitDasxM;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;16,00;1,00;2023-11-22;Trimestre 1
sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;17,00;1,00;2023-11-22;Trimestre 1
o9Tzaq3RlBnBkJXiUM401IuTCcYwuODaqTOFUSPRFc8;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;15,00;1,00;2023-11-22;Trimestre 1
9pa5ociDDdUYsMsglyUcV44tA-P4h_DX_eAYWk59zNY;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;16,50;1,00;2023-11-22;Trimestre 1
zfNU0dkyiDnPz_lAFT9sy03U1vM81d8M-lUjQZs7gig;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;16,00;1,00;2023-11-22;Trimestre 1
D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;16,50;1,00;2023-11-22;Trimestre 1
oVv_H6G_7TCbyJ6daDasunBLLWIvI5JFfHdbK5MuNSU;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;15,00;1,00;2023-11-22;Trimestre 1
FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;Abs;1,00;2023-11-22;Trimestre 1
Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;Abs;1,00;2023-11-22;Trimestre 1
u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;13,00;1,00;2023-11-22;Trimestre 1
x-RhaHXRY6LN0RDu09Zumac75P85fYGy7jMF9s4UwoA;SNT;ywwjhXxl74g4FdQLK4ubsy9jrAvMHofIPf7-fnUjGBM;15,00;1,00;2023-11-22;Trimestre 1
TUUcSkuuTGxNEi80ls8WXMH_DJCBsnXvjSvTQle4Yb4;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;18,00;4,00;2023-10-15;Trimestre 1
DBfFcnxeAIGO6dvZxYyGsnZkC4qKkVNaaOkHgowGfSk;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;18,50;4,00;2023-10-15;Trimestre 1
vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;15,00;4,00;2023-10-15;Trimestre 1
QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;15,00;4,00;2023-10-15;Trimestre 1
CXfor_oxj-6dL0rWhRaQMZjxi-NUALh6Xce9WNuh9Ug;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;12,50;4,00;2023-10-15;Trimestre 1
yMQxub6_8rBd1cYXnIrCwNUkEF6ZLbeNR9Hnvs3RSbo;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;10,00;4,00;2023-10-15;Trimestre 1
7AmfDkOHx7u1cJb9SxsZESG6d_qjo-qs3AU22FKvbwg;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;13,50;4,00;2023-10-15;Trimestre 1
GIaxaSjKu9-uWQuTI2v_Fe9Dc9doXNhX145iWgJ3j4w;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;10,00;4,00;2023-10-15;Trimestre 1
LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;10,00;4,00;2023-10-15;Trimestre 1
d5NYXP7DPsjaza1elpPu3p5aJy9XjDDybBSsh3Q9USY;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;8,50;4,00;2023-10-15;Trimestre 1
GbMxrMfnvKDq4zzplkWr-OG1XMzA4tUUjCJOD0TE9C4;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;12,00;4,00;2023-10-15;Trimestre 1
nF4qEfwF-PWG9OlXXAFf1BCJJJE4CZt58o1qBd0KV-I;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;10,00;4,00;2023-10-15;Trimestre 1
1ZCM-2DJ6rXJtJRgjT_ynhtCd230_rbyTx5PitDasxM;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;12,00;4,00;2023-10-15;Trimestre 1
sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;11,50;4,00;2023-10-15;Trimestre 1
o9Tzaq3RlBnBkJXiUM401IuTCcYwuODaqTOFUSPRFc8;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;19,50;4,00;2023-10-15;Trimestre 1
9pa5ociDDdUYsMsglyUcV44tA-P4h_DX_eAYWk59zNY;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;17,00;4,00;2023-10-15;Trimestre 1
zfNU0dkyiDnPz_lAFT9sy03U1vM81d8M-lUjQZs7gig;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;14,50;4,00;2023-10-15;Trimestre 1
D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;12,00;4,00;2023-10-15;Trimestre 1
oVv_H6G_7TCbyJ6daDasunBLLWIvI5JFfHdbK5MuNSU;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;14,50;4,00;2023-10-15;Trimestre 1
Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;6,50;4,00;2023-10-15;Trimestre 1
u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;18,00;4,00;2023-10-15;Trimestre 1
x-RhaHXRY6LN0RDu09Zumac75P85fYGy7jMF9s4UwoA;SPC;bWOt5Rxx_se7hlQ09KLWepi2js-fq2-2lfByr0i1xnU;12,00;4,00;2023-10-15;Trimestre 1
TUUcSkuuTGxNEi80ls8WXMH_DJCBsnXvjSvTQle4Yb4;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;16,00;1,00;2024-02-23;Trimestre 2
DBfFcnxeAIGO6dvZxYyGsnZkC4qKkVNaaOkHgowGfSk;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;16,00;1,00;2024-02-23;Trimestre 2
vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;17,00;1,00;2024-02-23;Trimestre 2
QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;15,00;1,00;2024-02-23;Trimestre 2
CXfor_oxj-6dL0rWhRaQMZjxi-NUALh6Xce9WNuh9Ug;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;14,00;1,00;2024-02-23;Trimestre 2
yMQxub6_8rBd1cYXnIrCwNUkEF6ZLbeNR9Hnvs3RSbo;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;17,00;1,00;2024-02-23;Trimestre 2
7AmfDkOHx7u1cJb9SxsZESG6d_qjo-qs3AU22FKvbwg;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;14,00;1,00;2024-02-23;Trimestre 2
GIaxaSjKu9-uWQuTI2v_Fe9Dc9doXNhX145iWgJ3j4w;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;17,00;1,00;2024-02-23;Trimestre 2
LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;14,00;1,00;2024-02-23;Trimestre 2
d5NYXP7DPsjaza1elpPu3p5aJy9XjDDybBSsh3Q9USY;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;14,00;1,00;2024-02-23;Trimestre 2
GbMxrMfnvKDq4zzplkWr-OG1XMzA4tUUjCJOD0TE9C4;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;15,00;1,00;2024-02-23;Trimestre 2
nF4qEfwF-PWG9OlXXAFf1BCJJJE4CZt58o1qBd0KV-I;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;16,00;1,00;2024-02-23;Trimestre 2
1ZCM-2DJ6rXJtJRgjT_ynhtCd230_rbyTx5PitDasxM;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;14,00;1,00;2024-02-23;Trimestre 2
sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;14,00;1,00;2024-02-23;Trimestre 2
o9Tzaq3RlBnBkJXiUM401IuTCcYwuODaqTOFUSPRFc8;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;19,00;1,00;2024-02-23;Trimestre 2
9pa5ociDDdUYsMsglyUcV44tA-P4h_DX_eAYWk59zNY;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;19,00;1,00;2024-02-23;Trimestre 2
zfNU0dkyiDnPz_lAFT9sy03U1vM81d8M-lUjQZs7gig;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;16,00;1,00;2024-02-23;Trimestre 2
D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;14,00;1,00;2024-02-23;Trimestre 2
oVv_H6G_7TCbyJ6daDasunBLLWIvI5JFfHdbK5MuNSU;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;16,00;1,00;2024-02-23;Trimestre 2
FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;14,00;1,00;2024-02-23;Trimestre 2
Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;16,00;1,00;2024-02-23;Trimestre 2
u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;18,00;1,00;2024-02-23;Trimestre 2
x-RhaHXRY6LN0RDu09Zumac75P85fYGy7jMF9s4UwoA;SVT;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;14,00;1,00;2024-02-23;Trimestre 2
DBfFcnxeAIGO6dvZxYyGsnZkC4qKkVNaaOkHgowGfSk;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;20,00;2,00;2023-10-11;Trimestre 1
QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;12,00;2,00;2023-10-11;Trimestre 1
CXfor_oxj-6dL0rWhRaQMZjxi-NUALh6Xce9WNuh9Ug;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;16,00;2,00;2023-10-11;Trimestre 1
yMQxub6_8rBd1cYXnIrCwNUkEF6ZLbeNR9Hnvs3RSbo;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;10,00;2,00;2023-10-11;Trimestre 1
7AmfDkOHx7u1cJb9SxsZESG6d_qjo-qs3AU22FKvbwg;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;14,00;2,00;2023-10-11;Trimestre 1
LlrsGOdTkMJXj1oq0g4kKzk1IgvlDjgc61WtFTMuLDg;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;12,00;2,00;2023-10-11;Trimestre 1
d5NYXP7DPsjaza1elpPu3p5aJy9XjDDybBSsh3Q9USY;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;12,00;2,00;2023-10-11;Trimestre 1
GbMxrMfnvKDq4zzplkWr-OG1XMzA4tUUjCJOD0TE9C4;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;N.Not;2,00;2023-10-11;Trimestre 1
nF4qEfwF-PWG9OlXXAFf1BCJJJE4CZt58o1qBd0KV-I;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;14,00;2,00;2023-10-11;Trimestre 1
1ZCM-2DJ6rXJtJRgjT_ynhtCd230_rbyTx5PitDasxM;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;17,00;2,00;2023-10-11;Trimestre 1
D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;18,00;2,00;2023-10-11;Trimestre 1
Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;N.Not;2,00;2023-10-11;Trimestre 1
x-RhaHXRY6LN0RDu09Zumac75P85fYGy7jMF9s4UwoA;ARABE LVA;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;14,00;2,00;2023-10-11;Trimestre 1
TUUcSkuuTGxNEi80ls8WXMH_DJCBsnXvjSvTQle4Yb4;ARABE SI;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;18,50;2,00;2023-10-19;Trimestre 1
vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw;ARABE SI;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;18,50;2,00;2023-10-19;Trimestre 1
GIaxaSjKu9-uWQuTI2v_Fe9Dc9doXNhX145iWgJ3j4w;ARABE SI;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;18,50;2,00;2023-10-19;Trimestre 1
sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4;ARABE SI;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;19,00;2,00;2023-10-19;Trimestre 1
o9Tzaq3RlBnBkJXiUM401IuTCcYwuODaqTOFUSPRFc8;ARABE SI;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;19,00;2,00;2023-10-19;Trimestre 1
9pa5ociDDdUYsMsglyUcV44tA-P4h_DX_eAYWk59zNY;ARABE SI;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;19,50;2,00;2023-10-19;Trimestre 1
zfNU0dkyiDnPz_lAFT9sy03U1vM81d8M-lUjQZs7gig;ARABE SI;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;20,00;2,00;2023-10-19;Trimestre 1
oVv_H6G_7TCbyJ6daDasunBLLWIvI5JFfHdbK5MuNSU;ARABE SI;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;17,00;2,00;2023-10-19;Trimestre 1
u5aqcItw1tIc_vFh2J_j3y3ogg5X_enSky9OALFL5Dg;ARABE SI;GYys8Q_Y-fzpN5CyZM9xMI8q4e5AyQJsejYIgSPHkQE;19,00;2,00;2023-10-19;Trimestre 1
TUUcSkuuTGxNEi80ls8WXMH_DJCBsnXvjSvTQle4Yb4;HISTOIRE GEOGRAPHIE EN ARABE;Vds9QuvCmVJaZgret-n885B4AoMFQn8YAtZ9MTaVES4;16,00;1,00;2023-11-17;Trimestre 1
vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw;HISTOIRE GEOGRAPHIE EN ARABE;Vds9QuvCmVJaZgret-n885B4AoMFQn8YAtZ9MTaVES4;18,50;1,00;2023-11-17;Trimestre 1
GIaxaSjKu9-uWQuTI2v_Fe9Dc9doXNhX145iWgJ3j4w;HISTOIRE GEOGRAPHIE EN ARABE;Vds9QuvCmVJaZgret-n885B4AoMFQn8YAtZ9MTaVES4;16,00;1,00;2023-11-17;Trimestre 1
sCbpPi7xtOUEPjx59dYqe1BkokVrqxqiqdtk_KQfFI4;HISTOIRE GEOGRAPHIE EN ARABE;Vds9QuvCmVJaZgret-n885B4AoMFQn8YAtZ9MTaVES4;16,00;1,00;2023-11-17;Trimestre 1
o9Tzaq3RlBnBkJXiUM401IuTCcYwuODaqTOFUSPRFc8;HISTOIRE GEOGRAPHIE EN ARABE;Vds9QuvCmVJaZgret-n885B4AoMFQn8YAtZ9MTaVES4;18,00;1,00;2023-11-17;Trimestre 1
9pa5ociDDdUYsMsglyUcV44tA-P4h_DX_eAYWk59zNY;HISTOIRE GEOGRAPHIE EN ARABE;Vds9QuvCmVJaZgret-n885B4AoMFQn8YAtZ9MTaVES4;19,00;1,00;2023-11-17;Trimestre 1
zfNU0dkyiDnPz_lAFT9sy03U1vM81d8M-lUjQZs7gig;HISTOIRE GEOGRAPHIE EN ARABE;Vds9QuvCmVJaZgret-n885B4AoMFQn8YAtZ9MTaVES4;16,50;1,00;2023-11-17;Trimestre 1
oVv_H6G_7TCbyJ6daDasunBLLWIvI5JFfHdbK5MuNSU;HISTOIRE GEOGRAPHIE EN ARABE;Vds9QuvCmVJaZgret-n885B4AoMFQn8YAtZ9MTaVES4;15,50;1,00;2023-11-17;Trimestre 1
FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE;HISTOIRE GEOGRAPHIE EN ARABE;Vds9QuvCmVJaZgret-n885B4AoMFQn8YAtZ9MTaVES4;15,00;1,00;2023-11-17;Trimestre 1
