classes;motif;date;nb_demi_journee;eleve_id
6B;SORTIE SCOLAIRE OU PEDAGOGIQUE;2023-10-05;0;WnWdReOT0ATRFwAZDTjHUjtgqMLuQPG5FFp3dm-tcGQ
6B;SORTIE SCOLAIRE OU PEDAGOGIQUE;2023-10-06;0;WnWdReOT0ATRFwAZDTjHUjtgqMLuQPG5FFp3dm-tcGQ
6B;RAISON FAMILIALE;2023-11-30;1;WnWdReOT0ATRFwAZDTjHUjtgqMLuQPG5FFp3dm-tcGQ
3A;RETARD PLUS DE 5 MIN;2023-10-12;1;TR2zm1Nbrx8P_DOJCMx8d3mi5F_9uINT1tOHUIiyD4I
3A;MALADIE SANS CERTIFICAT;2024-01-24;1;TR2zm1Nbrx8P_DOJCMx8d3mi5F_9uINT1tOHUIiyD4I
3A;RETARD PLUS DE 5 MIN;2024-04-24;1;TR2zm1Nbrx8P_DOJCMx8d3mi5F_9uINT1tOHUIiyD4I
1B/C;SORTIE SCOLAIRE OU PEDAGOGIQUE;2024-05-17;0;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;2024-05-22;1;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;2024-05-23;1;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;2024-05-23;2;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;2024-05-24;1;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;2024-05-24;1;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;2024-05-27;1;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;2024-05-28;1;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;2024-05-28;1;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;2024-05-30;1;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;2024-05-31;1;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;2024-05-31;1;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
6B;MALADIE SANS CERTIFICAT;2023-10-05;1;UNYysFdyUK3Cc1r55FR97QHwDYaCzHSzfsrJvaCh3Mo
6B;MALADIE SANS CERTIFICAT;2023-10-06;2;UNYysFdyUK3Cc1r55FR97QHwDYaCzHSzfsrJvaCh3Mo
6B;MALADIE SANS CERTIFICAT;2024-05-27;2;UNYysFdyUK3Cc1r55FR97QHwDYaCzHSzfsrJvaCh3Mo
6B;MALADIE SANS CERTIFICAT;2024-05-28;2;UNYysFdyUK3Cc1r55FR97QHwDYaCzHSzfsrJvaCh3Mo
2A;MALADIE SANS CERTIFICAT;2023-09-25;1;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4
2A;SANS EXCUSES;2023-12-13;1;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4
2A;MALADIE SANS CERTIFICAT;2024-01-18;2;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4
2A;MALADIE SANS CERTIFICAT;2024-01-19;1;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4
2A;Projet pédagogique;2024-03-26;0;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4
2A;MALADIE SANS CERTIFICAT;2024-04-18;1;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4
2A;RAISON FAMILIALE;2024-04-26;1;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4
2A;SORTIE SCOLAIRE OU PEDAGOGIQUE;2024-05-17;0;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4
2A;SANS EXCUSES;2024-05-20;1;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4
2A;MALADIE SANS CERTIFICAT;2024-05-31;1;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4
6B;MALADIE SANS CERTIFICAT;2023-09-25;1;E7_V-gkjlXYUizA14hKYZ2ps6R0jcAb0B7NzyRFxXtM
6B;RETARD PLUS DE 5 MIN;2023-11-21;1;E7_V-gkjlXYUizA14hKYZ2ps6R0jcAb0B7NzyRFxXtM
6B;MALADIE SANS CERTIFICAT;2023-11-29;1;E7_V-gkjlXYUizA14hKYZ2ps6R0jcAb0B7NzyRFxXtM
6B;MALADIE SANS CERTIFICAT;2024-04-26;1;E7_V-gkjlXYUizA14hKYZ2ps6R0jcAb0B7NzyRFxXtM
6B;MALADIE SANS CERTIFICAT;2024-06-11;2;E7_V-gkjlXYUizA14hKYZ2ps6R0jcAb0B7NzyRFxXtM
6C;MALADIE SANS CERTIFICAT;2023-09-20;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;SORTIE SCOLAIRE OU PEDAGOGIQUE;2023-10-02;0;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;SORTIE SCOLAIRE OU PEDAGOGIQUE;2023-10-03;0;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;SORTIE SCOLAIRE OU PEDAGOGIQUE;2023-10-04;0;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;MALADIE SANS CERTIFICAT;2023-11-17;2;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RETARD PLUS DE 5 MIN;2023-11-20;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;MALADIE SANS CERTIFICAT;2023-11-24;2;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;SANS EXCUSES;2023-12-05;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RETARD PLUS DE 5 MIN;2023-12-20;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;MALADIE SANS CERTIFICAT;2024-01-24;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RETARD PLUS DE 5 MIN;2024-01-26;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RETARD PLUS DE 5 MIN;2024-02-13;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RETARD PLUS DE 5 MIN;2024-02-14;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RAISON FAMILIALE;2024-02-20;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RAISON FAMILIALE;2024-03-19;2;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RETARD PLUS DE 5 MIN;2024-03-20;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RETARD PLUS DE 5 MIN;2024-04-19;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RAISON FAMILIALE;2024-04-23;2;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RETOUR DOMICILE;2024-04-25;2;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RAISON FAMILIALE;2024-04-26;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;MALADIE SANS CERTIFICAT;2024-05-15;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RETARD PLUS DE 5 MIN;2024-05-17;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RETARD PLUS DE 5 MIN;2024-05-21;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RETARD PLUS DE 5 MIN;2024-05-22;1;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;MALADIE SANS CERTIFICAT;2024-05-24;2;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;MALADIE SANS CERTIFICAT;2024-05-28;2;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;RAISON FAMILIALE;2024-06-07;2;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
2B;ERREUR EDT;2023-09-11;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;ERREUR EDT;2023-09-11;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;ERREUR EDT;2023-09-18;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;ERREUR EDT;2023-09-18;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2023-09-20;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2023-09-26;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2023-09-27;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2023-10-04;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RDV MEDICAL EXTERIEUR;2023-10-19;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RAISON FAMILIALE;2023-11-17;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RDV MEDICAL EXTERIEUR;2023-11-27;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;SANS EXCUSES;2023-11-29;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Evénement interne;2023-12-07;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;SANS EXCUSES;2023-12-08;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RDV MEDICAL EXTERIEUR;2023-12-19;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RAISON FAMILIALE;2024-01-26;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RETOUR DOMICILE;2024-01-31;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RAISON FAMILIALE;2024-02-02;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-02-07;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-02-19;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RDV MEDICAL EXTERIEUR;2024-02-20;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RDV MEDICAL EXTERIEUR;2024-02-23;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-03-15;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-03-19;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-04-03;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RDV MEDICAL EXTERIEUR;2024-04-03;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RAISON FAMILIALE;2024-04-17;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-04-19;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;SORTIE SCOLAIRE OU PEDAGOGIQUE;2024-04-22;0;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RAISON FAMILIALE;2024-05-15;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;RAISON FAMILIALE;2024-05-20;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-05-24;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-05-28;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-05-29;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-05-30;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-05-31;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;MALADIE SANS CERTIFICAT;2024-06-03;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-04;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-04;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-05;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-05;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-05;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-06;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-07;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-10;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-10;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-10;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-10;2;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-11;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-12;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-12;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-12;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-13;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-13;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-13;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Motif non encore connu;2024-06-14;1;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
5B;MALADIE SANS CERTIFICAT;2023-09-07;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;MALADIE SANS CERTIFICAT;2023-09-20;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;MALADIE SANS CERTIFICAT;2023-11-28;2;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;MALADIE SANS CERTIFICAT;2023-11-30;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;MALADIE SANS CERTIFICAT;2023-11-30;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;MALADIE SANS CERTIFICAT;2023-12-05;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;APPEL FAMILLE;2024-01-17;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;MALADIE SANS CERTIFICAT;2024-02-01;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;APPEL FAMILLE;2024-02-02;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;MALADIE SANS CERTIFICAT;2024-02-13;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;MALADIE SANS CERTIFICAT;2024-03-26;2;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;MALADIE SANS CERTIFICAT;2024-03-27;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;RAISON FAMILIALE;2024-04-09;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;RETOUR DOMICILE;2024-05-14;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;MALADIE SANS CERTIFICAT;2024-05-24;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;APPEL FAMILLE;2024-05-29;1;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;SORTIE SCOLAIRE OU PEDAGOGIQUE;2024-06-14;0;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
Terminale;MALADIE SANS CERTIFICAT;2024-01-23;2;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;Motif non encore connu;2024-01-26;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;Motif non encore connu;2024-01-26;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RETOUR DOMICILE;2024-01-30;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RETOUR DOMICILE;2024-02-02;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;MALADIE SANS CERTIFICAT;2024-02-06;2;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;SORTIE SCOLAIRE OU PEDAGOGIQUE;2024-02-12;0;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;MALADIE SANS CERTIFICAT;2024-03-12;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;MALADIE SANS CERTIFICAT;2024-03-15;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;MALADIE SANS CERTIFICAT;2024-03-15;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;MALADIE SANS CERTIFICAT;2024-03-28;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;MALADIE SANS CERTIFICAT;2024-03-28;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;MALADIE SANS CERTIFICAT;2024-04-05;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;MALADIE SANS CERTIFICAT;2024-04-05;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;MALADIE SANS CERTIFICAT;2024-04-26;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-14;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-15;2;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-16;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-17;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-20;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-21;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-22;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-22;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-23;2;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-27;2;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-28;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-28;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-29;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-29;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-30;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-30;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
Terminale;RAISON FAMILIALE;2024-05-31;1;osIvI_JEJOD6Y1PCpxNIMKIoyBdrIlJ313piuJQoiXE
6B;MALADIE AVEC CERTIFICAT;2023-09-21;2;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;MALADIE AVEC CERTIFICAT;2023-09-22;2;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;SORTIE SCOLAIRE OU PEDAGOGIQUE;2023-10-04;0;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;SORTIE SCOLAIRE OU PEDAGOGIQUE;2023-10-05;0;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;SORTIE SCOLAIRE OU PEDAGOGIQUE;2023-10-06;0;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;RETARD JUSTIFIEE;2023-11-07;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;MALADIE AVEC CERTIFICAT;2023-11-20;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Evénement interne;2023-12-13;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;SANS EXCUSES;2023-12-14;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;MALADIE AVEC CERTIFICAT;2024-01-08;2;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;MALADIE AVEC CERTIFICAT;2024-01-09;2;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-19;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-20;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-20;2;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-21;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-21;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-21;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-24;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-24;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-25;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-25;2;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-26;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-26;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-28;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-28;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-06-28;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-07-01;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-07-01;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Motif non encore connu;2024-07-05;1;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
3B;MALADIE SANS CERTIFICAT;2023-09-21;1;DmBovaUqf6iM0qkaJLOSSAWfvS6eeFmmZbQ98ClQHEc
3B;RAISON FAMILIALE;2023-11-22;1;DmBovaUqf6iM0qkaJLOSSAWfvS6eeFmmZbQ98ClQHEc
3B;RETARD JUSTIFIEE;2024-03-28;1;DmBovaUqf6iM0qkaJLOSSAWfvS6eeFmmZbQ98ClQHEc
