classes;periode;appr;eleve_id
2B;;Trimestre insuffisant. L'investissement n'a pas été à la hauteur des attentes du niveau seconde.;yMQxub6_8rBd1cYXnIrCwNUkEF6ZLbeNR9Hnvs3RSbo
4C;;Un trimestre tout juste satisfaisant. Nous vous invitons à rester concentrée et à cesser les bavardages afin de vous permettre de progresser dans l'ensemble des disciplines. Vous semblez être motivée, nous comptons sur vous.;LzLVkICuVZYtN5tiAdf-K3-7QJ8hPe310RMRAD_YCi8
4C;;Trimestre juste satisfaisant. Nous vous encourageons à redoubler d'efforts en restant concentrée en classe et en réduisant les bavardages. Votre implication est cruciale pour progresser.;LzLVkICuVZYtN5tiAdf-K3-7QJ8hPe310RMRAD_YCi8
4C;;Un dernier trimestre satisfaisant. Inssaf a su faire preuve d'investissement durant cette fin d'année. En continuant a travailler sur sa concentration et son attention, elle pourra aborder l'année de troisième avec sérénité.;LzLVkICuVZYtN5tiAdf-K3-7QJ8hPe310RMRAD_YCi8
5B;;C'est un très bon premier trimestre pour Ghayt grâce à son travail , son sérieux et son implication en classe. Nous l'encourageons à poursuivre ses efforts pour mieux progresser au deuxième trimestre.;QS_maNEFyRxKfwdfxhgqrrVv-O-EH0VbO4EVm_foKu0
5B;;Un  trimestre en baisse. Des résultats satisfaisants dans certaines matières mais une attitude qui ne vous permet pas de progresser correctement. Nous attendons mieux pour le dernier trimestre.;QS_maNEFyRxKfwdfxhgqrrVv-O-EH0VbO4EVm_foKu0
5B;;Un trimestre très satisfaisant pour clore l'année. Vos enseignants soulignent votre sérieux et votre  implication avec une belle progression durant cette période. Félicitations.;QS_maNEFyRxKfwdfxhgqrrVv-O-EH0VbO4EVm_foKu0
3C;;Amine obtient des résultats convenables dans l'ensemble qui sont toutefois largement perfectibles. Il ne faut pas se contenter de si peu pendant l'année de 3e, année ponctuée par un examen. Nous attendons un travail personnel plus approfondi et plus d'implication en classe. Nous comptons sur vous!;QaQo-2jQS36esmOc0ShePK-Bdse5u0k9EMsJvGxxrGc
3C;;Un trimestre décevant. Amine semble démotivé et manque d'investissement en classe. Le travail fourni est insuffisant. Il faut changer d'attitude, Amine, et vous mettre au travail pour faire face aux exigences du DNB et du lycée.;QaQo-2jQS36esmOc0ShePK-Bdse5u0k9EMsJvGxxrGc
3C;;Un bilan inquiétant. Mohamed Amine n'a pas écouté nos conseils. Les fragilités s'accumulent, par manque de travail personnel et faute d'un investissement régulier en classe. L'année de seconde s'avère très difficile si vous ne vous mettez pas au travail.;QaQo-2jQS36esmOc0ShePK-Bdse5u0k9EMsJvGxxrGc
3B;;Résultats satisfaisants Kenza a fait du progrès . Cependant, son comportement en classe, les bavardages et le manque de concentration, limite sa progression. Il est nécessaires pour Kenza de s'investir sérieusement, de maintenir sa concentration en classe. Elle en est capable.;gJkybZXpHckwjc_MvlxBAem6k7fup-29lrHTxmwOaVQ
3B;;Très bon trimestre. Cependant, veillez à réduire les bavardages en classe.;gJkybZXpHckwjc_MvlxBAem6k7fup-29lrHTxmwOaVQ
3B;;Très bon trimestre. Kenza est motivée et investie. Elle a fait du progrès surtout au niveau d'attitude. L'équipe pédagogique vous encourage à poursuivre vos efforts pour réussir votre lycée. Nous comptons sur vous.;gJkybZXpHckwjc_MvlxBAem6k7fup-29lrHTxmwOaVQ
5B;;Un ensemble mitigé ce premier trimestre. Mohammed est un élève motivé et qui peut faire de preuve de sérieux. Il a les capacités de faire mieux en fournissant plus de travail personnel. Nous l'invitons à fournir plus de travail pour progresser au deuxième trimestre.;C9HclZtteu565GzsH_hJmpR9pQ1qgQ1cln7cyVzzgwc
5B;;Un bilan contrasté . Du sérieux et des progrès sont soulignés dans certaines disciplines. Mohamed doit les généraliser à l'ensemble en restant mobilisé et impliqué dans ses apprentissages tout au long du trimestre. Nous comptons sur toi.;C9HclZtteu565GzsH_hJmpR9pQ1qgQ1cln7cyVzzgwc
5B;;Un trimestre irrégulier ,Mohamed a pu faire preuve de sérieux et d'investissement  dans certaines disciplines notamment en mathématiques. Cependant, le travail personnel doit impérativement être accentuer afin d'aborder l'année à venir dans les meilleurs conditions.;C9HclZtteu565GzsH_hJmpR9pQ1qgQ1cln7cyVzzgwc
5B;;C'est un trimestre assez satisfaisant. Fatine sait faire preuve de dynamisme et de motivation.  Nous comptons sur elle pour généraliser ses efforts de concentration et d'implication à toutes  les disciplines pour progresser davantage.;cWkEuUy-gGUpsE3GEmbCRnY3XlIfm2CsP8k7YFzXm6I
5B;;Les résultats sont globalement satisfaisants, néanmoins Fatine doit poursuivre ses efforts, les intensifier et les généraliser à l'ensemble des disciplines. Nous comptons sur toi, tu en es capable!;cWkEuUy-gGUpsE3GEmbCRnY3XlIfm2CsP8k7YFzXm6I
5B;;Un trimestre très satisfaisant . Fatine a su faire preuve de dynamisme, de sérieux et d'investissement tout au long de l'année. Félicitations.;cWkEuUy-gGUpsE3GEmbCRnY3XlIfm2CsP8k7YFzXm6I
6A;;Chadi réalise un excellent trimestre. L'équipe pédagogique salue ton sérieux, ton implication et apprécie ton attitude positive et volontaire. Ton souci de bien faire et ta constance sont remarquables et te mèneront loin. Félicitations.;nJP-I79LC2OrDtDdc-TDhqt4idrKjXAlguO8iLvY4CU
6A;;Souciant de bien faire et impliqué, Chadi réalise un très bon trimestre. L'équipe pédagogique salue ton sérieux et t'invite à poursuivre tes efforts tout en canalisant ton énergie.;nJP-I79LC2OrDtDdc-TDhqt4idrKjXAlguO8iLvY4CU
6A;;Très bon trimestre. Chadi fournit un travail sérieux et régulier, son implication est de qualité. Ces atouts devraient te permettre de réaliser une excellente année de 5ème  en contrôlant tes interventions.;nJP-I79LC2OrDtDdc-TDhqt4idrKjXAlguO8iLvY4CU
4B;;Trimestre en progression, nous vous encourageons pour vos efforts soutenus, continuez ainsi sans vous laisser distraire !;dCJAwmmEVSyTZ-TIRV7p4WmdkPRDLBpZe31YURcCZIY
4B;;Des progrès notables dans de nombreuses disciplines, nous vous encourageons à les généraliser .;dCJAwmmEVSyTZ-TIRV7p4WmdkPRDLBpZe31YURcCZIY
4B;;Bon trimestre , Lina semble avoir pris conscience des exigences attendues  en limitant ses bavardages et elle pourra s'améliorer encore en troisième.;dCJAwmmEVSyTZ-TIRV7p4WmdkPRDLBpZe31YURcCZIY
3C;;Un bilan hétérogène. Les résultats sont satisfaisants dans l'ensemble mais manquent de régularité. Nous vous invitons à intensifier votre travail personnel.;QlptsWvHrV89ENlIH77y4_8IhSilm_NMXoZT0g1VFcs
3C;;Les résultats sont satisfaisants dans l'ensemble et en progrès dans certaines disciplines. Nous vous encourageons à poursuivre vos efforts et à travailler avec plus de rigueur et de régularité à la maison : vous avez une belle marge de progression devant vous.;QlptsWvHrV89ENlIH77y4_8IhSilm_NMXoZT0g1VFcs
3C;;Un ensemble correct qui pourrait être meilleur avec un travail plus approfondi. Il faudra donc travailler avec plus de régularité l'année prochaine pour répondre aux exigences de la seconde.;QlptsWvHrV89ENlIH77y4_8IhSilm_NMXoZT0g1VFcs
4B;;Trimestre en progression,  nous vous encourageons pour vos efforts soutenus, continuez ainsi sans vous laisser distraire !;D79IXvXTkjEMMLwbtXLMjuOvac63YICtipdZxy2PdME
4C;;Un bilan satisfaisant dans l'ensemble. Votre sérieux et votre investissement sont soulignés. Nous vous encourageons à persévérer dans cet effort.;D79IXvXTkjEMMLwbtXLMjuOvac63YICtipdZxy2PdME
4C;;Un bilan trimestriel très satisfaisant. L'ensemble des enseignants souligne votre sérieux et votre investissement tout au long de l'année. Nous vous félicitons.;D79IXvXTkjEMMLwbtXLMjuOvac63YICtipdZxy2PdME
4A;;Un bon trimestre pour Salma. Elle est sérieuse et elle s'investit en cours dans toutes les matières. Nous vous encourageons à poursuivre dans cette voie.;uQ9C1cp8Nih3y9VVwy8HrrAiBlbdfKCv9NF8jUvhU7o
4A;;Salma a fait des efforts ce trimestre et elle a progressé dans certaines matières. Il faut à présent généraliser ces efforts et les étendre à l'ensemble des disciplines.;uQ9C1cp8Nih3y9VVwy8HrrAiBlbdfKCv9NF8jUvhU7o
4A;;Trimestre très satisfaisant pour Salma. Elle a fait plus d’efforts et progressé dans toutes les matières. Nous vous encourageons à poursuivre votre travail acharné et votre attitude positive.;uQ9C1cp8Nih3y9VVwy8HrrAiBlbdfKCv9NF8jUvhU7o
1B/C;;Ensemble satisfaisant. Youssef est sérieux mais pourrait encore progresser en étant plus régulier et rigoureux dans son travail.;QYlu9FZFBu5bG_yl6XwkwGN_Xa2fDohC4itGy3VD1v0
1B/C;;Vos résultats sont trop justes. Il est essentiel que vous veilliez à être plus attentif en classe afin de réussir pleinement votre classe de première. Nous comptons sur vous pour faire les efforts nécessaires.;QYlu9FZFBu5bG_yl6XwkwGN_Xa2fDohC4itGy3VD1v0
1B/C;;Vous avez réalisé un bon trimestre dans l'ensemble. On souligne votre sérieux et des efforts d'implication qu'il vous faudra maintenant généraliser à toutes les disciplines. Nous comptons sur vous, continuez ainsi.;QYlu9FZFBu5bG_yl6XwkwGN_Xa2fDohC4itGy3VD1v0
5A;;De bons résultats ce trimestre grâce à vos efforts remarqués et votre attitude sérieuse. Nous  vous encourageons à aborder le prochain trimestre avec le même élan et la même vivacité afin de progresser. Nous avons confiance en vous!;l5cFqJg4uChozIa1H4r6G5m_ETJMkdY00sjL5oaHI3w
5A;;Très bon bilan général , Lina a pu réaliser de très bons résultats grâce à un travail sérieux et régulier et à  une grande volonté de progresser , nous vous invitons à  accentuer davantage  le travail personnel dans certaines matières notamment les matières de langues et à continuer avec plus d'entrain pour une meilleure progression la prochaine période !;l5cFqJg4uChozIa1H4r6G5m_ETJMkdY00sjL5oaHI3w
5A;;De bons résultats ont été réalisés ce troisième trimestre , le bilan annuel est également satisfaisant ,néanmoins il va falloir intensifier davantage vos efforts notamment en anglais et en matières scientifiques pour une meilleure progression en quatrième !;l5cFqJg4uChozIa1H4r6G5m_ETJMkdY00sjL5oaHI3w
5A;;Yasmine réalise un très bon premier trimestre ,avec des résultats remarquables voire  excellents dans certaines disciplines. Elle s'est montrée sérieuse ,dynamique et investie dans son travail personnel. Poursuivez ainsi  Félicitations .;gqMG6Y0g_kjIChzdV3mQeXPLR0Ekf97k4KV12P5CUNo
5A;;Un excellent trimestre avec des résultats remarquables , Yasmine a fourni un travail régulier et de grande qualité, , on la félicite pour son fort potentiel , son attitude positive et exemplaire et on l'invite à continuer ainsi  avec le même état d'esprit !;gqMG6Y0g_kjIChzdV3mQeXPLR0Ekf97k4KV12P5CUNo
5A;;Excellent troisième trimestre , bilan annuel remarquable, Félicitations !;gqMG6Y0g_kjIChzdV3mQeXPLR0Ekf97k4KV12P5CUNo
4A;;Des résultats irréguliers et encore un peu justes dans certaines matières .Vous devez travailler et étendre vos efforts dans toutes les disciplines. Les aménagements proposés ne porteront leur fruit qu'avec un travail personnel réalisé avec sérieux. Nous attendons au mieux au prochain trimestre. Vous en êtes capable.;k2yTrUGWC9RWH6rOT5RNrmoOZKAt9YLcXfq-aiCoHSs
4A;;Des progrès ont été constatés ce trimestre. Vos efforts et les adaptations;k2yTrUGWC9RWH6rOT5RNrmoOZKAt9YLcXfq-aiCoHSs
4A;;Un trimestre inquiétant pour Saad. Même s'il a fait quelques efforts, il lui reste encore à acquérir un certain nombre de compétences en mathématiques, SPC, SVT, français, anglais et espagnol. Il doit redoubler d’efforts pour rattraper son retard et se préparer pour l’année prochaine.;k2yTrUGWC9RWH6rOT5RNrmoOZKAt9YLcXfq-aiCoHSs
2C;;Un excellent trimestre. Nous vous félicitons pour votre travail et votre attitude positive. Continuez dans cette voie.;j9xqOaonfprNbn8ruOLNV2sJuoBeg6A_4TXOqcbf14s
2C;;Un trimestre remarquable. Chaimae a fait preuve de sérieux et d’investissement dans son travail et son attitude en classe. Il faut continuer dans cette voie et veiller à garder une certaine régularité et rigueur dans toutes les disciplines. Félicitations !;j9xqOaonfprNbn8ruOLNV2sJuoBeg6A_4TXOqcbf14s
2C;;Bravo pour ce bilan très satisfaisant. Vous avez su garder une attitude irréprochable et remarquable tant dans votre attitude que dans votre travail. Félicitations. Il faut continuer ainsi en classe de première. Bonne continuation.;j9xqOaonfprNbn8ruOLNV2sJuoBeg6A_4TXOqcbf14s
6C;;Ensemble très satisfaisant, les compétences comportementales et académiques semblent bien acquises grâce à une attitude positive, l'ensemble de l'équipe pédagogique s'accorderait pour féliciter le travail régulier et une implication active durant la classe avec moins de bavardages en cours.;-p2zhyGe62lEYA5QuraUXHDTUtKCUlY3FqzlPhfn9vk
6C;;Ensemble très satisfaisant, les compétences comportementales et académiques s'améliorent grâce à une attitude positive. Félicitations pour votre travail vos efforts de concentration.;-p2zhyGe62lEYA5QuraUXHDTUtKCUlY3FqzlPhfn9vk
6C;;Excellent trimestre et bilan annuel très positif. Admission en cinquième.;-p2zhyGe62lEYA5QuraUXHDTUtKCUlY3FqzlPhfn9vk
2B;;Très bon trimestre. Vous avez les capacités de faire encore mieux avec un travail plus rigoureux dans toutes les matières.;7AmfDkOHx7u1cJb9SxsZESG6d_qjo-qs3AU22FKvbwg
2B;;Trimestre très satisfaisant. En poursuivant vos efforts avec sérieux et plus de régularité les résultats progresseront encore.;7AmfDkOHx7u1cJb9SxsZESG6d_qjo-qs3AU22FKvbwg
2B;;Un trimestre satisfaisant mais les résultats sont en dessous des capacités de Malak. Nous comptons sur une année de première d'un tout autre niveau global. Elève ayant participé à un MUN, Mini-MUN DAUDET (Model of United Nations) organisé en interne par le club du lycée.;7AmfDkOHx7u1cJb9SxsZESG6d_qjo-qs3AU22FKvbwg
3C;;Un bilan hétérogène. Nada brille dans les disciplines scientifiques mais a des difficultés en langue. Son sérieux fait l'unanimité. Nous l'invitons donc à poursuivre ses efforts afin de progresser au prochain trimestre.;lVv8bL4TcVwcCKlfdiBBvWGc9pHMEpf3txF1Eml5Fwk
3C;;Nada réalise un bon trimestre. Son travail est sérieux et elle se montre attentive en classe. Nous vous invitons à poursuivre vos efforts afin de surmonter certaines difficultés de compréhension.;lVv8bL4TcVwcCKlfdiBBvWGc9pHMEpf3txF1Eml5Fwk
3C;;Un trimestre satisfaisant pour Nada qui a su s'investir et progresser dans certaines disciplines. Certaines fragilités persistent : nous vous invitons à ne pas relâcher vos efforts afin d'envisager la classe de seconde avec sérénité.;lVv8bL4TcVwcCKlfdiBBvWGc9pHMEpf3txF1Eml5Fwk
6B;;L'entrée en sixième de Louay est tout à fait satisfaisante. Son attitude en classe est exemplaire et ses efforts sont reconnus. Avec un peu plus de travail à la maison et davantage de participation en classe, les résultats continueront de progresser au second trimestre. Nous l'encourageons.;PjqRVdvuF0f67-YmjQuVpwhjoKMNEMllfWaR1OpfVlA
6B;;Louay est impliqué, sérieux et pertinent. Il faut qu'il participe davantage en classe. Nous l'encourageons à poursuivre dans cette direction pour la dernière ligne droite.;PjqRVdvuF0f67-YmjQuVpwhjoKMNEMllfWaR1OpfVlA
6B;;Un trimestre en dents de scie pour Louay, et un bilan annuel correct. Il faut veiller à généraliser les efforts dans l'ensemble des matières, et de manière régulière pour un passage en cinquième serein.;PjqRVdvuF0f67-YmjQuVpwhjoKMNEMllfWaR1OpfVlA
3A;;Des résultats irréguliers ce trimestre. Rania a réalisé des progrès dans quelques matières, mais le niveau reste encore trop juste dans l' ensemble. Pour étendre ses progrès, Rania va devoir s' efforcer de solliciter plus souvent les enseignants et de participer davantage en classe. Nous savons que tu fournis de vrais efforts Rania, nous t' encourageons tous à les poursuivre au prochain trimestre !;i3pKy--d1QqZD7kh3zc89ttlY3Yg5Mq2f-BVO1S2pE4
3A;;Des résultats qui restent justes mais Rania fournit des efforts visibles dans de nombreuses matières, permettant des progrès intéressants. Il faut conserver cette attitude volontaire, poser des questions durant le cours et lors des évaluations afin de débloquer les incompréhensions. De plus, il faudra un travail de révisions soutenu jusqu' au DNB. Tu en es capable Rania, nous comptons sur toi !;i3pKy--d1QqZD7kh3zc89ttlY3Yg5Mq2f-BVO1S2pE4
3A;;Des résultats qui sont restés trop justes malgré la bonne volonté de Rania. L' implication et les efforts sont visibles mais certaines difficultés de compréhension et de mémorisation persistent. Il faudra fournir de gros efforts de travail personnel pour réussir en seconde.;i3pKy--d1QqZD7kh3zc89ttlY3Yg5Mq2f-BVO1S2pE4
1B/C;;C'est un ensemble très solide. Le travail est sérieux et assez régulier. Saad est très actif en classe et sa participation est très pertinente. Veillez à ne pas vous disperser.;bbgtRCF62jBSWt0Xn4LdVQWnR3M8pHeaUrra500N69E
1B/C;;Trimestre très satisfaisant. Votre travail sérieux et votre attitude très positive sont largement soulignés. Continuez ainsi.;bbgtRCF62jBSWt0Xn4LdVQWnR3M8pHeaUrra500N69E
1B/C;;"Excellent trimestre. Saad est un élève sérieux et pertinent dans sa réflexion et ses interventions. Vous avez en main les clés d'une excellente année de terminale. Nous vous en félicitons.          Elève membre du club MUN et du service communication du bureau (Model of United Nations), fortement impliquée, que ce soit dans l'organisation des simulations organisées en interne, Mini-MUN Daudet ou en tant que participante à d'autres MUN organisés en externe avec d'autres lycées, LFIAMUN d'Agadir et OSUIMUN. Cette élève a brillé au sein du comité ""UNWOMEN"" lors de l'événement du LFIAMUN, lui valant une mention honorable pour son engagement et ses précieuses contributions.";bbgtRCF62jBSWt0Xn4LdVQWnR3M8pHeaUrra500N69E
5B;;Un trimestre assez satisfaisant. Yahya a certes obtenu de bons résultats mais il aurait pu exceller en se concentrant davantage et en cessant les bavardages. L'équipe pédagogique t'invite à fournir des efforts quant au respect des règles de vie de classe.;2yeURp9if_vJzx86Yk4815AOw721yKxHBVEoyg-iI3I
5B;;C'est un bon trimestre et des résultats en hausse. C'est très bien. Poursuit tes  efforts en tenant compte des remarques de tes enseignants notamment sur le bavardage et la concentration afin de réaliser un excellent 3ème trimestre.;2yeURp9if_vJzx86Yk4815AOw721yKxHBVEoyg-iI3I
5B;;Bravo Yahya, les professeurs saluent le travail sérieux et de qualité tout au long de l'année. Continue dans cette voie afin d'exceller en 4éme. Nous te félicitons.;2yeURp9if_vJzx86Yk4815AOw721yKxHBVEoyg-iI3I
4A;;Excellent trimestre. Nous vous félicitons pour votre comportement exemplaire et votre travail sérieux. Continuez ainsi.;pKGK749vJphbsyngmebEB7MXCPY2MZBiz9owgaT7Zd8
4A;;Encore un excellent trimestre pour Dina. Félicitations.;pKGK749vJphbsyngmebEB7MXCPY2MZBiz9owgaT7Zd8
4A;;Encore une fois, excellent trimestre et année pour Dina. Son travail acharné, sa discipline et son attitude positive ont porté leurs fruits puisqu’elle excelle dans toutes les matières. Nous vous félicitons et vous souhaitons le meilleur !;pKGK749vJphbsyngmebEB7MXCPY2MZBiz9owgaT7Zd8
6A;;Rahyl réalise un excellent trimestre. L'équipe pédagogique te félicite pour ton sérieux, ton implication et apprécie ton attitude positive et volontaire. Nous t'encourageons à poursuivre dans cette voie.;JtHbPBV-Tbd9o9rYxlFWLDpw8BC8Yy8PydUVd9bAkqw
6A;;Rahyl a fait un excellent trimestre, alliant de très bons résultats et une attitude toujours positive. Elle s'implique en classe et travail avec sérieux. Nous t'encourageons à conserver cette attitude au prochain trimestre.;JtHbPBV-Tbd9o9rYxlFWLDpw8BC8Yy8PydUVd9bAkqw
6A;;Excellent trimestre, à l’image d’une année particulièrement réussie. Rahyl fournit un travail sérieux et régulier, elle se montre volontaire et impliquée. L’équipe pédagogique te félicite pour la qualité de ton travail qui te permet d’envisager le cycle 4 avec sérénité. Elève ayant participé à deux MUN, Mini-MUN DAUDET (Model of United Nations) organisés en interne par le club du lycée.;JtHbPBV-Tbd9o9rYxlFWLDpw8BC8Yy8PydUVd9bAkqw
6A;;Un très bon premier trimestre en termes de résultats. L'équipe pédagogique apprécie ton sérieux et ton implication dont tu es capable pour fournir un travail de qualité. Il faut veiller à maintenir le même niveau d'attention dans toutes les disciplines, cela te mènera vers l'excellence. Nous comptons sur toi pour suivre ces conseils  au second trimestre.;LaRYCt8xNsF6TpzN4Xk4VumCZ4SG3TxMQXF_qpEs9zQ
6A;;Yasmine réalise un très bon trimestre dans l'ensemble, l'équipe pédagogique salue ton sérieux et t'encourage à les généraliser dans toutes les matières tout en restant concentrée afin d'exceller au prochain trimestre.;LaRYCt8xNsF6TpzN4Xk4VumCZ4SG3TxMQXF_qpEs9zQ
6A;;Yasmine réalise un bon trimestre dans l’ensemble. Certains progrès sont notés dans quelques matières. Nous t’invitons à harmoniser tes efforts à toutes les disciplines et gagner en concentration afin d’exceller en classe de 5ème .;LaRYCt8xNsF6TpzN4Xk4VumCZ4SG3TxMQXF_qpEs9zQ
1B/C;;C'est un trimestre satisfaisant dans l'ensemble, mais certaines disciplines sont à renforcer. Nous comptons sur volonté de réussir pour proposer un travail plus rigoureux qui vous permettra de progresser. Vous en êtes capable.;Wy68zbgrqn7Tz90feRhX8Y42q4brC7WK7KkyD0P6AH8
1B/C;;Ensemble fragile, en particulier en raison de vos absences. Nous vous invitons à redoubler d'investissement et de rigueur dans votre travail. Vous êtes capable de bien mieux.;Wy68zbgrqn7Tz90feRhX8Y42q4brC7WK7KkyD0P6AH8
1B/C;;Malgré vos difficultés dans certaines matières, le travail reste sérieux mais pas assez approfondi. Nous vous encourageons à poursuivre vos efforts.;Wy68zbgrqn7Tz90feRhX8Y42q4brC7WK7KkyD0P6AH8
1A;;Les résultats sont satisfaisants, hormis en spécialité et en français où certaines fragilités sont mentionnées.Vous devez persévérer et fournir un travail régulier et approfondi dans l'ensemble des disciplines.;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw
1A;;Les résultats sont fragiles, votre sérieux en classe est largement souligné. Cependant, le travail personnel  n'est pas assez approfondi pour répondre aux exigences attendues,  vous devez intensifier vos efforts afin de surmonter vos difficultés de raisonnement et acquérir davantage de rigueur..;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw
1A;;Un bilan trimestriel contrasté, votre investissement et votre sérieux sont remarqués dans l'ensemble des disciplines. Les compétences acquises sont cependant fragiles, voire préoccupantes notamment en spécialité. Vous devrez redoubler d'efforts et accentuer votre travail personnel l'an prochain afin de surmonter vos difficultés.;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw
3A;;Un trimestre satisfaisant avec beaucoup de sérieux en classe et des efforts de travail qui permettent certains progrès. Certains résultats restent cependant un peu justes : nous encourageons donc Rania à accentuer encore les efforts de travail, et à participer davantage en classe.;uz_o_Ioq6IW0SoBsCoGQ3pe8XqM7-Li1u8XMAl2iP_A
3A;;Un trimestre correct avec beaucoup de sérieux en classe et des efforts de travail qui permettent certains progrès. Quelques résultats restent cependant encore justes : nous encourageons donc Rania à accentuer encore les efforts de travail, et à participer davantage en classe.;uz_o_Ioq6IW0SoBsCoGQ3pe8XqM7-Li1u8XMAl2iP_A
3A;;Un trimestre correct, avec beaucoup de sérieux et d' attention en classe. Les résultats sont cependant irréguliers car le niveau est juste voire insuffisant dans quelques matières. Il faudra donc accentuer les efforts de travail personnel afin de réussir l' année de seconde.;uz_o_Ioq6IW0SoBsCoGQ3pe8XqM7-Li1u8XMAl2iP_A
4C;;Un bilan trimestriel tout juste correct. Il semblerait que Kenza n'ait pas exploité toutes ses capacités pour obtenir de bien meilleurs résultats. Nous attendons de vous plus d'investissement et de rigueur au second trimestre.;qAfoydyY9Xqua0T6ynbW3tBczMyS0xXcbcLEa8s6i8E
4C;;Un bilan fragile et irrégulier voire inquiétant dans certaines matières. Les résultats montrent un certain manque de travail et d'investissement personnel de la part de Kenza. Il est impératif que vous intensifiiez vos efforts pour exploiter pleinement vos capacités et progresser.;qAfoydyY9Xqua0T6ynbW3tBczMyS0xXcbcLEa8s6i8E
4C;;Un trimestre satisfaisant dans l'ensemble. Avec une attitude bien plus scolaire en fin trimestre, Kenza a su progresser. Nous vous invitons vivement à exploiter votre potentiel dès le début de la rentrée prochaine afin de réussir au mieux votre année de troisième.;qAfoydyY9Xqua0T6ynbW3tBczMyS0xXcbcLEa8s6i8E
2C;;Un ensemble convenable excepté en sciences physiques. Nous vous encourageons à intensifier vos efforts dans cette matière. N’hésitez pas à solliciter de l’aide afin de progresser rapidement.;PZ1Lr9qfkxiZGw1pol46TtgXQhuPQY3VBAGfmXb618M
2C;;Un trimestre convenable dans l’ensemble. Attention à la baisse des résultats en SES, espagnol et SVT. Poursuivez vos efforts dans l’ensemble des matières afin d’obtenir de meilleurs résultats le trimestre prochain.;PZ1Lr9qfkxiZGw1pol46TtgXQhuPQY3VBAGfmXb618M
2C;;Un très bon trimestre. Vous avez su vous améliorer et progresser durant l’année. Bravo, continuez ainsi pour l’an prochain. Bonne continuation pour l’année de première.;PZ1Lr9qfkxiZGw1pol46TtgXQhuPQY3VBAGfmXb618M
6C;;Ensemble  satisfaisant, les compétences comportementales et académiques semblent bien acquises grâce à une attitude positive, l'ensemble de l'équipe pédagogique s'accorderait pour féliciter le travail régulier et une implication active durant la classe lorsque cesseront vos bavardages en cours.;J8SKUpngjyP4L5ZU4HpEnyTkniVE1gXeXB6HUDsvInY
6C;;Ensemble correct, Fahd s'investit de manière irrégulière et ne semble pas toujours prendre la mesure du comportement à avoir en classe et dans la cour. Le troisième trimestre sera décisif.;J8SKUpngjyP4L5ZU4HpEnyTkniVE1gXeXB6HUDsvInY
6C;;Trimestre contrasté et bilan moyen malgré une belle progression et de gros efforts ce dernier trimestre tant dans le travail que dans le comportement. Il faudra maintenir ce cap en cinquième.;J8SKUpngjyP4L5ZU4HpEnyTkniVE1gXeXB6HUDsvInY
1A;;Les résultats sont hétérogènes,  ils sont fragiles notamment en spécialités et en français. Vous devez intensifier vos efforts et fournir un travail régulier afin de pouvoir surmonter vos difficultés.;iZ7mcjzo2OmLsnUjV581ksgku0_jJR2peEFuZcuTmNI
1A;;Les résultats sont inégaux selon les matières et révèlent de nombreuses difficultés notamment en français et en spécialités. Vos efforts et votre investissement en classe sont soulignés dans de nombreuses disciplines. Nous vous encourageons à persévérer et à intensifier vos efforts afin de surmonter vos difficultés et d'acquérir davantage de rigueur.;iZ7mcjzo2OmLsnUjV581ksgku0_jJR2peEFuZcuTmNI
1A;;Un bilan trimestriel préoccupant dans de nombreuses disciplines, votre travail et votre investissement sont inégaux . Vous devrez intensifier vos efforts et gagner en régularité l'an prochain afin de combler vos lacunes.;iZ7mcjzo2OmLsnUjV581ksgku0_jJR2peEFuZcuTmNI
3C;;Un bilan fragile pour ce premier trimestre. Jad se montre sérieux en classe mais doit intensifier son travail personnel pour progresser au prochain trimestre et répondre aux exigences du DNB. Nous comptons sur vous!;YN0jMAG-comB0Kye5oA2857WWoeAIYWd64OYXuLOk-0
3C;;Un bilan hétérogène et des fragilités qui s'accumulent. Vous devez fournir un travail personnel plus conséquent et redoubler d'attention en classe afin de surmonter vos difficultés.;YN0jMAG-comB0Kye5oA2857WWoeAIYWd64OYXuLOk-0
3C;;Un ensemble qui reste fragile. Le travail et l'investissement ont manqué de régularité, le bilan est bien terne, voire inquiétant dans certaines disciplines. Il vous faudra fournir plus d'efforts l'année prochaine pour surmonter les difficultés de la classe de seconde.;YN0jMAG-comB0Kye5oA2857WWoeAIYWd64OYXuLOk-0
1B/C;;Lina est une élève sérieuse et impliquée. Veillez à vous investir dans toutes les disciplines pour obtenir un bilan très satisfaisant. Nous avons confiance en vos capacités.;M6LucN9TRo6gtjkbeFD4CEYMQr0B0ibJ6IYf5EcMqpM
1B/C;;Ensemble fragile. Votre volonté de bien faire devraient vous permettre de progresser, nous savons que vous en êtes capable et nous comptons sur vous.;M6LucN9TRo6gtjkbeFD4CEYMQr0B0ibJ6IYf5EcMqpM
